Product,Rating,Review,Sentiment
OnePlus 11R 5G,5,Amazing,Positive
OnePlus 11R 5G,5,superb,Positive
OnePlus 11R 5G,5,Good mobile. Liked it.,Positive
OnePlus 11R 5G,5,"Best performance mobile for this budget
Thank you flipkart ❤️",Positive
OnePlus 11R 5G,5,Very very good product,Positive
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,5,Best budget premium phone 📱,Positive
OnePlus 11R 5G,5,Good product,Positive
OnePlus 11R 5G,5,I love this phone awesome one,Positive
OnePlus 11R 5G,4,Good one,Positive
OnePlus 11R 5G,5,Good product and good flipkart,Positive
OnePlus 11R 5G,5,Camara is very all about phone good,Positive
OnePlus 11R 5G,5,Nice picture 😊,Positive
OnePlus 11R 5G,5,Wow nice mobile love this mobile great plus mobile,Positive
OnePlus 11R 5G,5,"Battery hot hoti,",Neutral
OnePlus 11R 5G,5,Good Mobile,Positive
OnePlus 11R 5G,5,This product is superb....i like the design and camera.... display is also superb.....just don't buy it for serious competitive gaming,Positive
OnePlus 11R 5G,5,Nice phone,Positive
OnePlus 11R 5G,5,SUPERB,Positive
OnePlus 11R 5G,5,Nic all super,Positive
OnePlus 11R 5G,5,"Awesome camera and design rating on top
I hope performance are life long batter",Positive
OnePlus 11R 5G,4,Good but price ranges more,Positive
OnePlus 11R 5G,5,Nice phone,Positive
OnePlus 11R 5G,4,Over all good 👍,Positive
OnePlus 11R 5G,5,Value for money,Positive
OnePlus 11R 5G,5,"Good phone but drag battery soon
Recommended for gaming.
Not recommended for parents who use it for normal call and social media",Neutral
OnePlus 11R 5G,3,Good,Positive
OnePlus 11R 5G,5,So nice,Positive
OnePlus 11R 5G,5,Very satisfied.,Positive
OnePlus 11R 5G,5,Osm,Neutral
OnePlus 11R 5G,5,Battery doesn't last very long due to high res plus multiple features on the phone. But overall i give it a full 5 star rating,Neutral
OnePlus 11R 5G,5,Poor,Negative
OnePlus 11R 5G,5,Awesome,Positive
OnePlus 11R 5G,4,Really nice 👍🙂,Positive
OnePlus 11R 5G,3,"Mobile is quite good in this segment
But the camera bump on backside is too irritating",Negative
OnePlus 11R 5G,4,This is not the valuable handset on this range,Negative
OnePlus 11R 5G,5,Camera zooming line problem,Negative
OnePlus 11R 5G,5,Everything is good,Positive
OnePlus 11R 5G,4,Camera superb,Positive
OnePlus 11R 5G,5,Good product,Positive
OnePlus 11R 5G,5,Wonderful product,Positive
OnePlus 11R 5G,5,Good product nice,Positive
OnePlus 11R 5G,5,Exlent,Neutral
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,5,"All good in terms of performance and rear camera
But front camera not good( like 15k phones)",Negative
OnePlus 11R 5G,5,Cheap mobile in High price,Neutral
OnePlus 11R 5G,5,Nice product,Positive
OnePlus 11R 5G,5,The product is not worth very poor,Positive
OnePlus 11R 5G,5,Awesome,Positive
OnePlus 11R 5G,5,All rounder.........,Neutral
OnePlus 11R 5G,4,Fantastic product.,Positive
OnePlus 11R 5G,5,Really worthy phone satisfied with every aspects,Positive
OnePlus 11R 5G,5,Good p,Positive
OnePlus 11R 5G,5,Awesome camera,Positive
OnePlus 11R 5G,5,Best mobile oneplus 11R 5G thanks Flipkart,Positive
OnePlus 11R 5G,5,Good luck thank,Positive
OnePlus 11R 5G,4,Good,Positive
OnePlus 11R 5G,3,Device automatic shutdown issue at least once a month and app crashes sometimes,Neutral
OnePlus 11R 5G,5,This is a good phone with optimal price. You can go with.,Positive
OnePlus 11R 5G,5,Great product in the price range.,Positive
OnePlus 11R 5G,3,Camera quality is very cheap and disappointing.,Negative
OnePlus 11R 5G,4,Very good product I liked it,Positive
OnePlus 11R 5G,5,Awesome 👌...🫶ing it.,Positive
OnePlus 11R 5G,4,Best,Positive
OnePlus 11R 5G,5,Super,Positive
OnePlus 11R 5G,5,battery getting discharge very fast for normal usage.,Neutral
OnePlus 11R 5G,5,Super quality,Positive
OnePlus 11R 5G,4,"Good smartphone and has lots of features. Good display, camery quality is good photo are very clear when captured. Audio and video quality is excellent 👌.",Positive
OnePlus 11R 5G,5,Superb quality phone,Positive
OnePlus 11R 5G,5,Awesome smartphone,Positive
OnePlus 11R 5G,3,"OnePlus 11R 5G is beautiful in all aspects, I am enjoying the 5G network very nicely.",Positive
OnePlus 11R 5G,5,Multiple bug are there in this mobile.,Neutral
OnePlus 11R 5G,5,"What a beast.... just loved the performance of gaming and multi-tasking. Cameras are superb. Over all just loved it the only hated thing is about the OS.... its not Oxygen os its just a realme or oppo Colour OS. The last mobile i used is realme 9 pro plus, apart from the display and some realme apps OS is same as realme there is no difference....🥲",Positive
OnePlus 11R 5G,5,Exlent product awe some,Neutral
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,5,Nice photo,Positive
OnePlus 11R 5G,3,Best phone I ever used nice allrounder,Positive
OnePlus 11R 5G,5,Nice mobile,Positive
OnePlus 11R 5G,5,"Solid phone performance wise. Camera is not at the level of flagship phones but still gives you good result. Otherwise UI is smooth, no complaints.",Neutral
OnePlus 11R 5G,5,"I've been using realme8 for 2 years,when I ordered this for my father, I used it for 6 days to see its performance,which made me to become it's fan,I want to use it and give realme for my dad 😆😆",Positive
OnePlus 11R 5G,5,"Very good so nice 👍 beautifull so happy,💃💃💃",Positive
OnePlus 11R 5G,3,I like this product very much,Positive
OnePlus 11R 5G,5,I love OnePlus 11R,Positive
OnePlus 11R 5G,5,Very good,Positive
OnePlus 11R 5G,5,Awesome,Positive
OnePlus 11R 5G,5,Quality in best battery backup too good,Positive
OnePlus 11R 5G,5,Best phone and camera for professional photography.,Positive
OnePlus 11R 5G,5,Awsome....,Neutral
OnePlus 11R 5G,5,Overall a Best in all segments just go for it,Positive
OnePlus 11R 5G,5,NYC,Neutral
OnePlus 11R 5G,5,"Waste mobile
full heating for mobile very heavy heating",Negative
OnePlus 11R 5G,5,"This Is One Of the best in the price range fast charger 👌. I appreciate the gamer it's a fast charger, and well, performance in the game. BGMI.",Positive
OnePlus 11R 5G,5,Nice,Positive
OnePlus 11R 5G,5,Good quality,Positive
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,5,Good performance,Positive
OnePlus 11R 5G,5,Always okay...value for money oneplus 11r good phone... I am satisfied 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,Positive
OnePlus 11R 5G,5,Mobile is awesome but not happy with charging battery getting down fastly camera is awesome mobile display is not good curved display not much useful rest all performance is awesome,Positive
OnePlus 11R 5G,5,NICE,Positive
OnePlus 11R 5G,5,One of the best phone,Positive
OnePlus 11R 5G,5,Nice phone,Positive
OnePlus 11R 5G,5,Must by,Neutral
OnePlus 11R 5G,5,Great Mobiles One plus Brand,Positive
OnePlus 11R 5G,5,Good product,Positive
OnePlus 11R 5G,5,Very nice phone. Camera quality is very good. Fast in process.,Positive
OnePlus 11R 5G,3,Don't buy,Neutral
OnePlus 11R 5G,5,Camera Desent .. performance good ...,Positive
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,5,excellent,Positive
OnePlus 11R 5G,5,Simply awesome. I have been using only Samsung S series since it's launch. First time shifted to one plus for battery reason. This lives upto it's hype. Only 2 features missing are ip68 and wireless charging which I had enjoyed since Samsung S7 series. Other than that one plus 11r is amazing,Positive
OnePlus 11R 5G,5,Camera quality is excellent. Portrait mode is class,Positive
OnePlus 11R 5G,5,"MY LIFE FIRST ALL IN ONE PHONE
I AM HAPPY THANK YOU ONEPLUS 😎😎",Positive
OnePlus 11R 5G,5,Excellent mobile,Positive
OnePlus 11R 5G,5,Worth every penny,Positive
OnePlus 11R 5G,5,Good mobile,Positive
OnePlus 11R 5G,5,I really enjoyed reading your blog post on the benefits of using a mobile phone for students.i think is a great idea to have students use mobile phones to stay connected and organised.i also think it is important for students to be,Positive
OnePlus 11R 5G,5,Best clarity,Positive
OnePlus 11R 5G,4,Excellent 👌,Positive
OnePlus 11R 5G,4,Wonderful mobile,Positive
OnePlus 11R 5G,5,Friendly used,Positive
OnePlus 11R 5G,5,"Good product value of money
Thanks Flipkart",Positive
OnePlus 11R 5G,5,Super mobile,Positive
OnePlus 11R 5G,5,Display cracks too faster,Neutral
OnePlus 11R 5G,5,Nice phone please consider although the camera little bit need to be better,Positive
OnePlus 11R 5G,5,I love this mobile,Positive
OnePlus 11R 5G,5,AWESOME MOBILE,Positive
OnePlus 11R 5G,5,Very very good phone,Positive
OnePlus 11R 5G,5,"The speakers are loud yet they lack the quality.
The most annoying thing about this phone is.. even after your network is stable from the service provider's side.. you will have to restart every now and then so that you can have a proper call... They are not even addressing this problem... You'll be irritated all day long because of this.. the switch between 5g and 4g is really unstable... If you are more of a call person, please look for other phones...
For gaming social media usage and photography this is excellent... Not for people who tend to work over calls..",Negative
OnePlus 11R 5G,5,Nice fitures,Positive
OnePlus 11R 5G,5,"I am facing many bugs while using this mobile..
Those will be resolved after the update. But many oneplus users are not expecting those issues in Flagship mobiles..
I am not satisfied with this product..",Negative
OnePlus 11R 5G,5,Awesome,Positive
OnePlus 11R 5G,5,I love OnePlus ❤️😍,Positive
OnePlus 11R 5G,5,Excellent,Positive
OnePlus 11R 5G,4,Superb mobile in this price range,Positive
OnePlus 11R 5G,5,Nice,Positive
OnePlus 11R 5G,5,"Superb,",Positive
OnePlus 11R 5G,5,Good 👍,Positive
OnePlus 11R 5G,5,"Very nice phone
Supper",Positive
OnePlus 11R 5G,5,Brilliant phone,Positive
OnePlus 11R 5G,5,For me it's a very good value for money phone ..love it ...,Positive
OnePlus 11R 5G,5,Very bad battery backup,Negative
OnePlus 11R 5G,5,Product is good for those who think not spend too much amount on purchasing iphone and all,Positive
OnePlus 11R 5G,5,Best smartphone if you are not into apple and want a flagship android👌🏻,Positive
OnePlus 11R 5G,4,Very good product,Positive
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,5,Nice,Positive
OnePlus 11R 5G,5,"There is no proper touch sensitivity don't buy OnePlus flag ship mobiles , waste of money and mental tensions",Negative
OnePlus 11R 5G,3,Good,Positive
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,3,"Very nice mobile.
Must buy.",Positive
OnePlus 11R 5G,5,"It's Bluetooth works tooo slow ,it takes too much time to scan and pair earphones,this is really i didn't like",Negative
OnePlus 11R 5G,5,Nice.,Positive
OnePlus 11R 5G,5,Good,Positive
OnePlus 11R 5G,5,Value for money worth it,Positive
OnePlus 11R 5G,5,"Everything is good there is no disadvantage.
Except only 1 that is I have to restart again and again to get 5g network back. But this could be updated in next update so please fix. And everything is fine good better best everything. Awesome phone. Restart time is also very less so this also doesn't matter too much",Positive
OnePlus 11R 5G,5,Amazing gadget⭐⭐⭐⭐⭐,Positive
OnePlus 11R 5G,5,Excellent 👌👌👌👌 Device really happy 😊😊😊,Positive
OnePlus 11R 5G,5,"A phone with no regret loaded with features and awesome performance feels so smooth in hands
It's definitely has a class quite impressed my first but in this brand and didn't disappointed me in last 2 months.",Positive
OnePlus 11R 5G,3,This phone doesn't support the 5g network.,Negative
OnePlus 11R 5G,5,"Everything is good except :
Battery backup(max 6 hours) and hotspot fluctuates(always fluctuate while using internet with hotspot),
Heating issues while playing any simple game even simple also,
Flash is very low compare than MI ,Oppo, or any phones.",Positive
OnePlus 11R 5G,5,Best phone for heavy work and need for much of space,Positive
OnePlus 11R 5G,5,"Good quality 💯💯💯💯
And very happy 😁",Positive
OnePlus 11R 5G,5,So nice 👍,Positive
OnePlus 11R 5G,5,Awesome phone value for money,Positive
OnePlus 11R 5G,3,That's good 👍,Positive
OnePlus 11R 5G,5,Awesome experience...thknx Flipkart and OnePlus,Positive
OnePlus 11R 5G,5,Good 👌,Positive
OnePlus 11R 5G,5,Nice phone 😊❣️,Positive
OnePlus 11R 5G,4,First time I used OP product as I was a Samsung fan honestly impressed by charging speed OP offers and battery backup camera is decent very good phone for this price range,Positive
OnePlus 11R 5G,5,"Superub multi-tasking performance from 1+, I loved it",Positive
OnePlus 11R 5G,5,Good quality,Positive
OnePlus 11R 5G,5,"Best Quality
Performance fantastic",Positive
OnePlus 11R 5G,4,Nice phone but very costly,Neutral
OnePlus 11R 5G,3,Mobile get heat on charging,Neutral
OnePlus 11R 5G,5,Shandar mobile 📱,Neutral
OnePlus 11R 5G,5,After 2 month phone's screen is not working.,Neutral
OnePlus 11R 5G,5,I'm very happy to use this mobile .,Positive
OnePlus 11R 5G,4,Product is very good but bettery charge very first but it's decreased also very fast,Positive
OnePlus 11R 5G,4,Good phone 📱,Positive
OnePlus 11R 5G,5,Really waste product don't buy it please . does not performing as expected very poor quality of front camera and does not mentioned this front camera features,Negative
OnePlus 11R 5G,4,Good product,Positive
OnePlus 11R 5G,5,"I'm using this phone last one month but it is lagging.
Very bad experience with One+.
Put more money for better performance but still very worst experience.",Negative
OnePlus 11R 5G,5,Mobile 5g settings super.....,Neutral
OnePlus 11R 5G,5,"I liked the OnePlus 11r, What I thought the product was same. I recommend to buy this product its same like Oneplus 11, but some small changes in it.",Positive
OnePlus 11R 5G,5,Awesome phone,Positive
OnePlus 11R 5G,5,Nice product. But Flipkart issue on delivery. Overall happy.,Positive
OnePlus 11R 5G,5,"Product lags,some time,not stable product,not satisfied,",Positive
OnePlus 11R 5G,4,Super quality mobile,Positive
POCO_X6_Pro 5G,5,"Overall good phone
1- good sound quality 5/5
2- good display 5/5
3- decant camera 3/5 (not bad much better then average but don't expect like Samsung's and iPhones like)
4- good battery 5000mah 4/5 (quite good battery backup fast charging out of the box)
5- good processor mdt dimensity 8300 ultra 5/5 ( gaming beast lag free on every game like bgmi/ cod/ mlbb/ Genshin Impact / coc idk other game i play only this 5games daily).
[LPDDR 5x and ufsufs4 storage, game turbo mode, and Wild Boost 2.0, providing a smooth gaming experience with high graphics and memory management ]
Phone heat slightly while gaming not much but very ligh, camera could have been better thats all.
NO PHONE CAN BEAT POCO X6PRO at the price of under 30k, (HIGHLIGHT it gives 12gb512gb, LPDDR5x UFs4, 1.5k AMOLED display, duel stereo speakers with Dolby atoms). Everything is perfect",Positive
POCO_X6_Pro 5G,5,This is a true flagship killer,Negative
POCO_X6_Pro 5G,5,"Probably the 1st to Review, about the phone I have no words to describe as it says it is a flagship killer, Poco has offered their customers to experience a premium like phone as of Samsung S series. The performance and the display of the phone is just awesome. The only con of the phone is its camera, rest if anyone is looking for gaming and multitasking phones then there is no other option than buying a Poco X6 Pro.",Negative
POCO_X6_Pro 5G,5,"Very strong performance phone. Good for medium usage. Gaming and Office work is more suitable. Camera is normal.
Virtual Proximity Sensor is a disaster. Keep in mind if you are serious about it.",Positive
POCO_X6_Pro 5G,5,GooD Product,Positive
POCO_X6_Pro 5G,4,"Camera lover don't buy this phone.

Game lover must go with this....",Positive
POCO_X6_Pro 5G,4,Ok but when I will charge the phone but full heated. overall I like it .gaming performance is awesome,Positive
POCO_X6_Pro 5G,4,"After usage of 10 days my opinion towards this phone is that it truly justifies the budget. Performance is flawless. Network connectivity 5g very good. Auto switches between 4g to 5g. Display is good and 120hz works well. Media consumption will never disappoint you. HDR 10+ works fine. Yes, Curved display is missing. Sound output is loud and clear and performs better than realme phones. Gaming... No doubt this phone is built for gamers. Yes, Battery drains a little fast but 67W fast charger compensates the same and not a big issue. Camera at this price point is not the best but perfectly does the job. Got this phone around 20k after card discount and exchange bonus and found this was a good deal for me. Earlier impression of POCO is not good so i was confused about trusting the brand. But i think i took a good decision to purchase this phone. If you want to buy this phone, mark my word don't think twice and go for it.",Positive
POCO_X6_Pro 5G,5,"Was bit sceptic about the camera before buying, but trust me guys it's good enough for daily social media life, on other hand it provides godly performance because of the processor. I can definitely call this mobile true flagship Killer after Poco f1... True successor 🔥",Positive
POCO_X6_Pro 5G,5,"Reviewing for 512 GB storage variant,Great at multitasking and performance.... Below average at camera... But that's something you can compromise with... because except camera it's amazing in performance display battery department... At this price.....truly a successor to POCO F1",Positive
POCO_X6_Pro 5G,5,Great job done by POCO. Again it's time to capture Indian market. Everything looks good like phone.,Positive
POCO_X6_Pro 5G,4,"Pros
charging time is excellent
battery is good enough
display is the best you can get at this price range
performance is the best
5g works great
call quality, mic and speakers are good enough
fingerprint sensor is best imo

Cons
battery drains quite fast while doing heavy task like intensive gaming or watching 4k videos
camera is sub par
too much bloatware sigh
phone heats way more than expected in bgmi even at smooth 60 fps it gets really hot that i had to blow air out of my own mouth no kidding

Verdict
Overall it is a great device at this price range but dont expect it to be perfect",Positive
POCO_X6_Pro 5G,5,"First of all i would like to say about performance, its very good and very smooth. Good for heavy usage. No worry to work for office.
Design and look is great and very handy phone. Display is fantastic. Battery need more optimize. Camera is also decent like normal but we have much more features of camera inside the app. Thanks to POCO and flipkart for providing this flagship smartphone. ❤️",Positive
POCO_X6_Pro 5G,5,Switching smartphone from a 10k one to 27k one is definitely a good Feeling 😁💫,Positive
POCO_X6_Pro 5G,4,"Actually it's a good performance device, people only defame POCO.
Value for money, I'm happy with the device.
I also have an iphone 15 pro which heats a lot at time of gaming.
Heat issues are a common factor when it comes to performance",Positive
POCO_X6_Pro 5G,5,This is the first review and I should say I just loved this device and it's performance 😍❤️,Positive
POCO_X6_Pro 5G,5,"What a superb phone it is, fastest I have ever used, MTK D8300U is the ultimate predator in this price range. Ordered 12/512 GB.
Will update about firmware, camera performance later",Positive
POCO_X6_Pro 5G,4,"Great performance , great display and great for gaming. Camera is not the best but does good. But the 5000 mh battery doesn't feel like 5000. You need to charge the phone twice a day if u are a gamer.",Positive
POCO_X6_Pro 5G,4,"Review after 54 days.
It is the best phone according to the price.
Camera 4/5 (price range)
Performance 4/5
Build quality 3/5
HyperOS 3/5
My unit does not have battery drain and heating issues.",Positive
POCO_X6_Pro 5G,4,"Should have come with
IP 68 rating,
headphone jack support
or
at least 3.5mm jack to type c adapter and
sd card slot.
Camera needs a lot of improvement.",Positive
POCO_X6_Pro 5G,5,Best in the Market. So happy...,Positive
POCO_X6_Pro 5G,5,"Best gaming mobile
Camera is decent 😄
Powerfull mobile it's all rounder 👍🏻
Excellent 👌🏻",Positive
POCO_X6_Pro 5G,5,"Powerful gaming phone with awesome display Amazing sound quality and Nice Camera.
I'm happy with my new phone ☺",Positive
POCO_X6_Pro 5G,4,"After using it for almost a month, i really like the phone, whether being it's snappy performance or lustrous display,rich audio. All are as said in the reviews,top notch,batter drain isn't worse but could have been batter, lasts 5 hrs sot, thanks to the incredible bundled fast charger doesn't make it seem like a big con. Yes all who purchased this phone have already convinced ourselves that we aren't gonna get flagship level camera but after buying this phone especially in this silky display,not able to capture the beautiful scenes as we enjoy is painstaking for sure. Below average is the camera. Ui side i liked it really,they have clicked the boxes for all the necessary customisations , always on display and the ability to check and reply on the always on display notifications needs to be implemented. And finding tempered glass which is edge to edge and using back cover is impossible,bid goodbye to either one. To summarise if u have a dslr or another flagship phone with nice cameras go for it .
Ll update in the future.",Positive
POCO_X6_Pro 5G,5,"Camera:-pictures Getting blur,i think it's an ois sensor issue....but not at all times sometimes only

Battery:-if you are a bgmi player...you just have only 3.5 or 4 hours... without bgmi you will get 6 or 9 hours playtime

Display:-Simply awesome 💯🤑🤑

Design:-uniq design with leather🤑🤑

Performance:- unleashed performance 🤯🤯🤯i never seen these smoothness high graphics actually iam fan of snapdragon processor but unfortunately I get these poco x6 pro but guy's it worth to buy... trust me",Positive
POCO_X6_Pro 5G,3,Heating issue is there while normal use.,Neutral
POCO_X6_Pro 5G,5,"Very smooth, very faster⚡, camera above the avarage. It can handle any game. Hyper OS is almost 99% similar as MIUI, No difference. But it's lite. Sound quality extraordinary. Definitely Flag ship mobile",Positive
POCO_X6_Pro 5G,4,Good device but hitting issue,Positive
POCO_X6_Pro 5G,5,"This is honestly the best midrange phone in the market. The only shortcomings are in the camera department, but in my personal opinion it actually clicks good photos. Of course not on par with the flagships of iphone and samsung. But still relatively speaking for the price, it's good.
Performance wise it's godly. The best phone for mobile gaming. Speakers are great. Haptic feedback is good. Battery and charging good. It charges to full within 45 min or so for me.
Design is meh. It's not bad. The yellow actually looks good compared to the black and grey. Camera module design is a bit all over the place. It's not compact. But it can be overlooked for the performance.
I may update this review in the future as I have had this phone for only a couple of days.",Positive
POCO_X6_Pro 5G,5,"Got it yesterday and writing my initial impressions
First of all let's address the elephant in the room processor and it's performance I would say just great phone is very smooth.
About display man it's beautiful really amazing and the speakers are loud and amazing.
Now let me give this line to mention the haptic it deserves the special mention for how good it is it's just great.
Now I would talk much about battery since it's just second day with this phone I'm testing this phone intensely so it's lasting about 4-6 hours sot during this I have installed apps and games although I would uninstall them later just to test thing I have installed them. But I have to say the charging is fast for me it's very fast it get charge from 20 to 90 in about 35-40 minutes.
Now about the camera although I haven't clicked much pics but I can say if you have good light photo will come out great but if not its not that good didn't recorded any video so I'm not sure about that. I would say it's good enough for me.

I have bought this for the processor and ufs 4.0, lpddr5x storage and Ram over other phone in this price range it lives up to my expectations.

My thought before deciding to get this phone was that while other phones has better camera and clean software but I'm sure I'm going to use it till it gets all it's updates and till then other phones will definitely slow down because future software will get even more demand. Because of the processor, storage and RAM that this has will definitely help in future.

Oh yeah about clean OS I removed all the unnecessary bloatware using Universal Android Debloater if you have access to pc give it a try.",Positive
POCO_X6_Pro 5G,5,"Poco the brand which is known as flagship killer
And they proved once they're the best in the market
From fan of poco f1 till it gives best performance
Camera 📸 needs to be improved and little bit battery drain is noticeable and this time they gives amoled which is best 🔥",Positive
POCO_X6_Pro 5G,5,"Nice design, Performance best, Battry and camera decent but disply and software performance best in the price segment.",Positive
POCO_X6_Pro 5G,5,Don't think about the x3 series and the past experience. Go for x6 pro and seize it. It's a great value for money with decent camera,Positive
POCO_X6_Pro 5G,5,"Very good performance, camera is ok not very good, BGMI performance is fantastic",Positive
POCO_X6_Pro 5G,5,"I'm using this phone for the last 1 week and the camera is pretty good, charging is real quick whereas the battery drains very fast... Gaming experience is of another level.. No heating issue at all and performance is really fantastic... I am just loving this phone😍😍❤
Battery backup- 3/5 however charging- 5/5
Front Camera- 3.5/5 Back Camera- 4/5
Performance - 5/5
Gaming experience- 5/5
Video quality/ sound quality- 5/5
Design- 4.5/5",Positive
POCO_X6_Pro 5G,4,Every thing is good in this mobile I am using until 1week no issue I loved this phone I don't care what other things.. 😏 and this device support only 90fps it can't 120 fps please poco owner give a update for 120 fps gaming please🙏,Positive
POCO_X6_Pro 5G,5,My new mobile battery drain issue,Neutral
POCO_X6_Pro 5G,5,"I dont know why other people gloryfying this phone. I have used a lot of redmi mobiles. Thats why i chose poco this time because its the rebranded version of redmi phones. I bought the 12/512 model.But after i start to use this phone my expectations were totally broked. These are the main issues i found in my model

1. Battery draining is more. Even though normal use. Not lasting even for a day
2. There is major stuttering and smudged visuals during video playback. This happens even on camera recorded videos. This problem is only when videos are playing.every app which plays video has same effect.
3. Even though its a 1.5k amoled. Some pictures are not viewing as its orginal clarity.

I dont know why this issues hapening. Poco should have resolve these problems through next os update. Optimization is very bad.Otherwise it will badly affect integrity and goodwill of your company.",Positive
POCO_X6_Pro 5G,5,"This is the best phone in this price segment.
pros
1. best chipset
2. best display
3. best battery backup
4. best gaming performance
5. Above average camera (front camera)
cons
1. Average camera (rear camera)",Positive
POCO_X6_Pro 5G,5,"Proformanc supar
Battery awesome
Os jabardast
Camera average
Speed supar
Speaker good
Overall this is perfect phone for multitasking and gaming
And 12/512 modal supar value for money
I m happy 4.5 out 5
.5 cut only for camera",Positive
POCO_X6_Pro 5G,5,"Truly a flagship killer smartphone. Overall value for money after considering all its specifications at this price point.
1. Android 14 out of the box (+3 years Android update
2. 4nm Processor having high antutu score around 1.4 million
3. RAM extension (upto extra 8gb) from Internal Storage (UFS 4.0 type)
4. 1.5K 120 Hz Amoled Display
These are some good features of this phone",Positive
POCO_X6_Pro 5G,5,Nice display and super fast prosessor and battery 🔋🔋🔋 backup nice camera us 🌝,Positive
POCO_X6_Pro 5G,5,"I've been using it since last two weeks,

the performance is exceptionally good, courtesy of the flagship d8300 ultra processor, it's a beast,

battery back up is good with moderate usage, gets some time to get accustomed to the hyperos and the UI,

Camera is also good enough, with some experimenting around with the camera, you can get some stunning shots,

Bought the phone for performance and performance it delivers till now, (will update rest sometime later after using more out of the device)",Positive
POCO_X6_Pro 5G,5,This is amazing phone at this price point. Buy it for performance not for camera.,Positive
POCO_X6_Pro 5G,5,"12gb ram and 512gb storage, you're crazy if you dont put in the extra 2k and get that version for your x6 pro.
Battery is sipped like a milkshake by the phone in performance mode with 120hertz refresh rate enabled.
If you game for 2hrs, battery goes down to 60% lol but its ok, the charger is 67w and will boost it back up in 20mins.",Positive
POCO_X6_Pro 5G,3,Only battery draining fast problem but overall performance good...,Negative
POCO_X6_Pro 5G,3,I like phone performance but battery drain fast,Positive
POCO_X6_Pro 5G,3,"If you are a camera lover please don't buy this mobile.
Day to day usage it is very good
First 2 days my battery drained very fast I don't understand the issue even phone is idel at that time also it has reduced 10 -15 %
I turned off the background sync and I reduced the screen refresh rate to normal then it is fine but not expect more than a day.
Display is very good
The processor is very good but os updates are required to more sustainable
Overall if you are looking for a good processor and display it is ok but if you need a good camera don't go for it.",Positive
POCO_X6_Pro 5G,4,"I have been using the 12/512gb varient and the phone is very light weight and feels good in hand, but the plastic back gives it a very cheap look and feel so I use the cover, moreover the battery life is decent maybe after another week of usage, I'll be able to determine the exact screen on time. The display is really good and It's visible even in Sunlight. The front camera is the best thing in this phone, this 16mp camera takes superb shots but the rear cam is average when compared with the phone's in this price range, the rear wide cam is good takes decent shots moreover cam dept can be updated through software updates and the the tone is a lil dull to my liking. The performance is amazing, every day task It can handle, gaming it can do, everything you throw at it, it'll handle with ease. (I have been using Poco X2, and when compared to that phone, The X2 has better rear cam). The phone is pretty fast and feels effortless while using!!!",Positive
POCO_X6_Pro 5G,4,"Battery is average.

The camera is good on day lights and also good at night too.",Positive
POCO_X6_Pro 5G,4,Over heating and battery also drain fast,Neutral
POCO_X6_Pro 5G,4,All rounder phone,Neutral
POCO_X6_Pro 5G,4,The phone is superb in performance. But the only cons in this phone is battery backup. If you are a hardcore gamer than never think that you can get more than 5hr of battery backup.,Positive
POCO_X6_Pro 5G,4,"Battery 🔋 Drain automatically, why I don't know But Display and Performance top notch...
Pls push the Update and fix to Battery problem.
Overall Best Performance Phone in this Price range.",Positive
POCO_X6_Pro 5G,4,"Good smartphone in this price range
Display and touch very good
Stereo speaker sound rating 3/5
Battery backup good
Charging speed very good
No heating issue in normal use
But Samsung One Ui is always winner",Positive
POCO_X6_Pro 5G,4,"I purchased this phone for normal usage as for this price specifications were outstanding. Two things are disappointing about this phone, one is battery and the other is the heating. The battery drains fast even at idle and the phone heats for no reason. I am charging 2 times a day with normal usage. I have not played any games so far.",Negative
POCO_X6_Pro 5G,4,Improved camera,Positive
POCO_X6_Pro 5G,3,Performance is very good.. But thist phone have battery backup is not good and also heating issue,Negative
POCO_X6_Pro 5G,3,"Mobile is fast and has good camera clarity for the price but a little bit of a heating problem I am facing.. Other than that it's good..
Thanks flipkart",Positive
POCO_X6_Pro 5G,3,"Battery performance is very poor, it's draining too fast, overall good phone but only problem is battery draining",Negative
POCO_X6_Pro 5G,3,"Big issue with battery
1.Battery getting heated for normal use only
2.Draining so fast

Camera-
Ok ok

Performance wise good
Pricing should be less",Positive
POCO_X6_Pro 5G,3,"Battery drains very fast. Biggest negative is battery drain. Camera section needs to improve. After taking a picture, for few seconds the image freezing without processing",Negative
POCO_X6_Pro 5G,5,All good👍 value for money,Positive
